"","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","low_ai_gen_choice_1","low_ai_gen_choice_2","low_ai_gen_choice_3","low_ai_gen_choice_4","low_ai_gen_choice_5","check_1","check_2","low_ai_sp_choice_1","low_ai_sp_choice_2","low_ai_sp_choice_3","low_ai_sp_choice_4","low_ai_sp_choice_5","high_ai_gen_choice_1","high_ai_gen_choice_2","high_ai_gen_choice_3","high_ai_gen_choice_4","high_ai_gen_choice_5","high_ai_sp_choice_1","high_ai_sp_choice_2","high_ai_sp_choice_3","high_ai_sp_choice_4","high_ai_sp_choice_5","PROLIFIC_PID","traits1a_low_gen","traits1b_low_gen","traits2a_low_gen","traits2b_low_gen","traits3a_low_gen","traits3b_low_gen","traits4a_low_gen","traits4b_low_gen","traits5a_low_gen","traits5b_low_gen","traits1a_low_sp","traits1b_low_sp","traits2a_low_sp","traits2b_low_sp","traits3a_low_sp","traits3b_low_sp","traits4a_low_sp","traits4b_low_sp","traits5a_low_sp","traits5b_low_sp","traits1a_high_gen","traits1b_high_gen","traits2a_high_gen","traits2b_high_gen","traits3a_high_gen","traits3b_high_gen","traits4a_high_gen","traits4b_high_gen","traits5a_high_gen","traits5b_high_gen","traits1a_high_sp","traits1b_high_sp","traits2a_high_sp","traits2b_high_sp","traits3a_high_sp","traits3b_high_sp","traits4a_high_sp","traits4b_high_sp","traits5a_high_sp","traits5b_high_sp","ai_framing","job_role","Duration_mins","m_check","Status","Decision.making.responsibilities","Age","Sex","Ethnicity.simplified","Country.of.residence","Nationality","Language","Time.taken_mins","Region","resp_age_num"
"331","100","True","45796.753602662","40.7872","-74.3225","Yes","25-34","Female","Yes, regularly","Assistant Manager","Bachelor's Degree","Arts and Humanities","Very comfortable","I use AI tools frequently","Intermediate","Agree","Neutral","Agree","Agree","Agree","Disagree","Strongly agree","Candidate A","Candidate B","Candidate A","Candidate B","Candidate B","The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"680d493dc14cd65450536c38","37|Master's|None|Intermediate|High|High","28|Bachelor's|None|Intermediate|High|High","46|Master's|Intermediate|Advanced|Low|Low","51|Bachelor's|None|Intermediate|High|Medium","42|Master's|None|Intermediate|High|High","37|Master's|None|None|Medium|Medium","26|Bachelor's|None|Basic|High|High","38|Bachelor's|Advanced|Advanced|Medium|Medium","26|Bachelor's|Intermediate|Intermediate|High|Low","54|Master's|Intermediate|Advanced|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",10.55,"pass","APPROVED","Operations/production, People management, Hiring, Business strategy","21","Female","Mixed","United States","United States","English",10.85,"US","21"
"332","100","True","45796.7993020255","40.7872","-74.3225","Yes","25-34","Female","Yes, regularly","Manager","Master's Degree","Marketing","Very comfortable","I use AI tools frequently","Advanced","Agree","Neutral","Agree","Agree","Strongly agree","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate B","680d72d437427b266e36d491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42|Master's|Basic|Basic|Low|Low","58|Bachelor's|Advanced|Advanced|Low|Low","27|Master's|Basic|Intermediate|Low|Low","25|Bachelor's|None|Advanced|Medium|High","57|Bachelor's|None|Intermediate|Low|Medium","47|Master's|Intermediate|Advanced|Medium|Low","39|Bachelor's|Basic|Intermediate|Medium|High","42|Bachelor's|Intermediate|Advanced|Medium|Medium","31|Bachelor's|Basic|Intermediate|High|Medium","56|Master's|Intermediate|Advanced|High|Low","high","analyst",3.65,"pass","APPROVED","Hiring","28","Male","Black","United States","United States","English",4.18333333333333,"US","28"
"333","100","True","45796.7586455093","42.9074","-78.8197","Yes","54-65","Female","Yes, regularly","Supervisor","Bachelor's Degree","Government","Somewhat uncomfortable","I have never used AI tools","Beginner","Agree","Agree","Agree","Neutral","Strongly agree","Agree","Neutral","Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"680e8e02ac5318446d1d6fb5","35|PhD|Basic|Basic|Low|High","52|Master's|None|Advanced|Low|High","56|PhD|Basic|Basic|Low|Low","47|Master's|Advanced|Advanced|High|Medium","57|PhD|Basic|Intermediate|High|High","39|Master's|Advanced|Advanced|Low|Low","30|Master's|Basic|Advanced|Medium|High","58|Master's|None|Basic|Low|High","33|PhD|Basic|Intermediate|Medium|Low","48|Master's|Intermediate|Advanced|Low|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",3.63333333333333,"pass","APPROVED","Hiring, Operations/production, People management, Supply chain/logistics","62","Female","White","United States","United States","English",3.78333333333333,"US","62"
"334","100","True","45796.7743200694","40.7872","-74.3225","Yes","35-44","Female","Yes, regularly","Manager","High School or lower","Health Care and Social Assistance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Strongly agree","Disagree","Strongly agree","Strongly agree","Disagree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate B","Candidate B","Candidate B",NA,NA,NA,NA,NA,"680e903cca280e0d7b36aaf9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56|Master's|Basic|Basic|High|High","25|PhD|Intermediate|Intermediate|Low|Low","57|Bachelor's|Intermediate|Intermediate|High|Low","33|Bachelor's|Basic|Basic|High|Low","36|Bachelor's|None|None|Low|Low","45|PhD|Basic|Basic|Medium|Medium","41|Bachelor's|Intermediate|Intermediate|High|Medium","32|PhD|Basic|Basic|Medium|High","46|Master's|None|None|High|Medium","54|Master's|Advanced|Advanced|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",5.06666666666667,"pass","APPROVED","Hiring, Operations/production","35","Female","White","United States","United States","English",6.16666666666667,"US","35"
"335","100","True","45796.7484679282","40.7872","-74.3225","Yes","25-34","Female","Yes, regularly","hr manager","Bachelor's Degree","Marketing","Somewhat comfortable","I have heard of AI tools, but do not use them","Intermediate","Neutral","Agree","Disagree","Neutral","Neutral","Disagree","Neutral",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Slightly","Candidate B","Candidate A","Candidate B","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"680ea31a5d3112894ff2b067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27|PhD|None|Basic|Low|Medium","56|Bachelor's|None|Basic|Medium|High","50|PhD|Basic|Intermediate|Medium|High","52|Bachelor's|Basic|Advanced|Low|Medium","28|Master's|Intermediate|Advanced|Low|Low","25|Bachelor's|Advanced|Advanced|High|Low","34|PhD|None|Basic|High|Medium","44|Bachelor's|Basic|Intermediate|Medium|Low","31|PhD|Basic|Basic|Low|Medium","58|Master's|Advanced|Advanced|Low|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",3.61666666666667,"pass","APPROVED","Hiring, Operations/production","32","Female","White","United States","United States","English",3.95,"US","32"
"336","100","True","45796.792104456","33.1494","-96.828","Yes","35-44","Female","Yes, regularly","HR Manager","Bachelor's Degree","Marketing","Very comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","The company relies heavily on AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"680efbd46f467dec59f77b68","32|Master's|Basic|Basic|Low|Medium","39|PhD|Intermediate|Advanced|Medium|High","37|Master's|Intermediate|Advanced|High|High","46|PhD|Basic|Intermediate|Medium|Medium","59|Master's|Basic|Advanced|Medium|Low","40|PhD|Advanced|Advanced|Medium|Low","51|Bachelor's|None|None|High|Medium","55|PhD|Basic|Basic|High|Medium","26|PhD|None|Basic|High|Medium","48|PhD|None|Advanced|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",6.6,"pass","APPROVED","Marketing/sales/advertising, Operations/production, Hiring, Customer/client, Accounts/finance, People management, Research/development, Supply chain/logistics, fleet management","42","Male","White","United States","United States","English",7.4,"US","42"
"337","100","True","45796.769683912","45.3716","-122.7656","Yes","54-65","Male","Yes, regularly","Chief of Staff","PhD or higher","Labor Union","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate B","Candidate A","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68111c116d884447584ec884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27|Bachelor's|Intermediate|Intermediate|High|Medium","28|Master's|Basic|Intermediate|High|High","60|PhD|None|Advanced|High|Medium","39|Bachelor's|Intermediate|Advanced|Low|Low","56|PhD|Intermediate|Intermediate|High|Medium","41|Master's|Basic|Intermediate|Low|Medium","59|Master's|None|Basic|High|Medium","41|PhD|Basic|Advanced|High|Low","52|PhD|Basic|Basic|High|Low","27|PhD|None|Basic|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",4.16666666666667,"pass","APPROVED","Marketing/sales/advertising, Hiring, Operations/production, People management, Business strategy","56","Male","White","United States","United States","English",4.35,"US","56"
"338","100","True","45783.6629334491","37.751","-97.822","Yes","45-54","Female","Yes, regularly","Human Resources Manager","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Strongly agree","Strongly agree","Disagree","Neutral","Agree","Agree","Strongly agree","Candidate A","Candidate A","Candidate A","Candidate B","Candidate A","The company has limited or no use of AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68126af379b0b5fec9be4d75","27|Bachelor's|Intermediate|Intermediate|Low|Low","56|Master's|None|Advanced|Low|Low","43|PhD|Basic|Advanced|Medium|Medium","47|Bachelor's|Advanced|Advanced|Low|Low","44|Master's|Intermediate|Advanced|Low|High","35|Bachelor's|None|Advanced|High|Low","43|Master's|Basic|Advanced|Medium|High","49|PhD|Basic|Advanced|High|Low","29|PhD|Basic|Basic|Medium|Medium","42|Master's|None|Basic|High|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",9.3,"pass","APPROVED","Accounts/finance, Business strategy, Hiring, Marketing/sales/advertising, Operations/production, Research/development, Supply chain/logistics, Other","47","Female","Black","United States","South Africa","English",9.53333333333333,"US","47"
"339","100","True","45796.7516627778","40.7126","-74.0066","Yes","35-44","Male","Yes, regularly","Managerial","Bachelor's Degree","Entertainment and Media","Very comfortable","I use AI tools occasionally","Advanced","Neutral","Neutral","Disagree","Strongly agree","Disagree","Strongly agree","Disagree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","6815f715db4b297fb0c6aa19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40|Bachelor's|None|Advanced|Low|Low","42|PhD|Intermediate|Intermediate|High|Low","33|PhD|None|Advanced|Low|High","48|Master's|None|Intermediate|High|High","52|Master's|Basic|Advanced|Medium|High","60|Bachelor's|Advanced|Advanced|High|High","60|Master's|Intermediate|Intermediate|High|High","57|Bachelor's|Advanced|Advanced|High|Low","39|PhD|Basic|Basic|High|High","40|Master's|Intermediate|Advanced|High|High","high","analyst",5.25,"pass","APPROVED","Hiring, Business strategy, Marketing/sales/advertising","42","Male","Black","United States","United States","English",5.86666666666667,"US","42"
"340","100","True","45796.7493436574","37.751","-97.822","Yes","25-34","Male","Yes, regularly","i am a manager","Master's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools occasionally","Advanced","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate A","Candidate B","Candidate A","681883da433c3d6059d18aa3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27|PhD|None|Advanced|Low|High","38|Bachelor's|Intermediate|Intermediate|Low|Medium","36|Bachelor's|None|Basic|Low|Low","33|PhD|None|Advanced|High|Medium","54|Master's|Basic|Basic|Low|Low","27|Bachelor's|Basic|Advanced|High|Medium","26|Master's|Basic|Advanced|Medium|High","46|Master's|None|Intermediate|Low|Medium","42|Bachelor's|None|Basic|Medium|Low","60|PhD|None|Advanced|Medium|Medium","high","analyst",4.53333333333333,"pass","APPROVED","Hiring","27","Male","Mixed","United States","South Africa","English",4.7,"US","27"
"341","100","True","45796.7603625116","29.6921","-95.5133","Yes","35-44","Male","Occasionally","Sysop Engineer/Manager","PhD or higher","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Disagree","Strongly agree","Neutral","Agree","Strongly agree","Disagree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate B","Candidate A","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6818d2a7bd23beaf96347daf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60|Bachelor's|Intermediate|Intermediate|Low|Low","48|PhD|None|Basic|High|Low","57|Master's|Advanced|Advanced|Medium|Medium","32|Master's|Basic|Basic|Low|Low","59|Bachelor's|None|Intermediate|Medium|Low","44|Master's|Basic|Intermediate|Low|Low","40|PhD|None|Intermediate|Low|Low","28|Master's|Basic|Intermediate|Low|High","25|Master's|Intermediate|Advanced|Low|Medium","60|Master's|Basic|Basic|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",12.9333333333333,"pass","APPROVED","Operations/production, Hiring, People management","41","Male","White","United States","United States","English",13.35,"US","41"
"342","100","True","45796.8006222917","37.751","-97.822","Yes","25 or younger","Female","Occasionally","Junior management (Accountant)","Bachelor's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Neutral","Agree","Neutral","Agree","Disagree","Agree","Strongly agree","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"681b7793079454a2317afdb3","28|PhD|Basic|Advanced|High|Medium","45|Master's|None|None|High|High","29|Master's|Basic|Basic|Low|Low","47|PhD|Basic|Intermediate|Medium|Medium","52|PhD|Basic|Intermediate|High|High","26|Master's|Intermediate|Advanced|Medium|High","51|Bachelor's|Basic|Basic|High|Medium","56|PhD|Basic|Basic|Medium|Low","46|PhD|Basic|Basic|Low|Medium","59|Master's|Basic|Intermediate|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",7.15,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development","24","Female","Black","United States","United States","English",7.38333333333333,"US","24"
"343","100","True","45796.7775789931","40.7872","-74.3225","Yes","45-54","Female","Yes, regularly","senior manager","Master's Degree","health","Very comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate B","Candidate B","Candidate A","Candidate B","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"681ec77529cae9d768490a43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26|Bachelor's|Advanced|Advanced|High|Medium","60|Master's|None|Advanced|High|High","52|Bachelor's|None|Advanced|Low|High","32|Bachelor's|Intermediate|Advanced|High|Medium","28|Bachelor's|Advanced|Advanced|High|Medium","44|PhD|None|Advanced|Low|High","50|Master's|Advanced|Advanced|Low|Medium","44|PhD|Basic|Basic|Low|Medium","41|Master's|None|None|High|High","55|Bachelor's|None|Basic|Low|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",7.4,"pass","APPROVED","Hiring, People management","51","Male","White","United States","United States","English",7.71666666666667,"US","51"
"344","100","True","45796.7587480093","39.0814","-77.6443","Yes","35-44","Male","Yes, regularly","manager","Master's Degree","Government","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Disagree","Disagree","Disagree","Strongly disagree","Strongly disagree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,"681f62387885698d8bf4e1e4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55|Master's|None|Basic|Medium|Low","60|Master's|Basic|Advanced|Low|Medium","38|Bachelor's|Basic|Intermediate|Medium|Low","43|PhD|Basic|Advanced|High|High","51|Bachelor's|None|Intermediate|Medium|Medium","29|PhD|Basic|Intermediate|High|Medium","30|PhD|None|Basic|Low|Medium","54|Master's|Advanced|Advanced|High|Low","53|Master's|Basic|Intermediate|Medium|Low","53|Bachelor's|Basic|Basic|Medium|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",17.05,"pass","APPROVED","Hiring","41","Male","White","United States","United States","English",17.2833333333333,"US","41"
"345","100","True","45796.7532053704","39.7503","-75.5453","Yes","25 or younger","Male","Yes, regularly","Intern","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Disagree","Neutral","Disagree","Disagree","Neutral","Disagree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","68209a3ae170ac2bc90a8276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42|Bachelor's|None|None|Low|High","32|Bachelor's|None|Basic|High|Medium","32|Bachelor's|None|Basic|Medium|Medium","58|Master's|Basic|Basic|Low|Medium","33|Master's|None|Advanced|Low|Low","40|Master's|None|None|Medium|High","60|Master's|Basic|Advanced|Low|High","28|Master's|None|Intermediate|Low|Low","58|Bachelor's|None|Advanced|High|Medium","29|Bachelor's|Basic|Intermediate|Medium|High","high","analyst",3.06666666666667,"pass","APPROVED","Accounts/finance, Hiring, Customer/client, People management, Research/development","20","Male","Black","United States","United States","English",3.26666666666667,"US","20"
"346","100","True","45796.7724282523","37.751","-97.822","Yes","54-65","Male","Yes, regularly","manager","Master's Degree","Agriculture,Government","Very comfortable","I use AI tools occasionally","Intermediate","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate B","Candidate A","Candidate B","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6820cd6852dc57f030e4f2d2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52|Bachelor's|None|None|High|Medium","50|PhD|None|Advanced|Medium|High","31|Bachelor's|Basic|Advanced|High|Low","47|Bachelor's|None|None|High|Medium","43|Bachelor's|None|Advanced|Medium|High","27|Master's|None|Advanced|High|Medium","37|Master's|Intermediate|Intermediate|High|High","56|Master's|None|None|High|Medium","51|Master's|Intermediate|Intermediate|High|Medium","29|Bachelor's|None|Advanced|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",6.48333333333333,"pass","APPROVED","Marketing/sales/advertising, Accounts/finance, People management, Business strategy, Hiring, Supply chain/logistics","56","Male","White","United States","United States","English",6.98333333333333,"US","56"
"347","100","True","45796.7665032639","33.6988","-78.916","Yes","25 or younger","Male","Yes, regularly","financial advisor","PhD or higher","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","6820ddc7291e16ea0852303d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47|PhD|None|Basic|High|Medium","59|PhD|Intermediate|Advanced|Low|Low","35|Bachelor's|Intermediate|Intermediate|High|Medium","54|PhD|None|Advanced|Medium|Low","31|Bachelor's|Basic|Basic|High|Low","41|Master's|Basic|Advanced|Medium|Medium","45|Master's|Advanced|Advanced|Low|High","55|Master's|Basic|Advanced|High|Low","51|Master's|Advanced|Advanced|Medium|Low","44|Master's|Intermediate|Intermediate|High|Low","high","analyst",25.1333333333333,"pass","APPROVED","Hiring, Accounts/finance","21","Male","White","United States","United States","English",25.7333333333333,"US","21"
"348","100","True","45796.7552124421","40.7126","-74.0066","Yes","35-44","Female","Yes, regularly","Senior manager","PhD or higher","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools frequently","Intermediate","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate A","Candidate A","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6820e174248079158a8af56a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30|PhD|Intermediate|Advanced|Medium|Low","39|Bachelor's|None|Basic|Low|Low","53|Master's|Basic|Intermediate|Medium|High","44|Master's|None|Basic|Medium|Medium","32|PhD|Basic|Intermediate|Medium|Low","56|Bachelor's|None|Advanced|High|Low","47|Master's|Basic|Advanced|Medium|Low","59|PhD|Basic|Basic|High|Medium","29|Bachelor's|Advanced|Advanced|Medium|Medium","50|Bachelor's|None|None|Low|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",7.46666666666667,"pass","APPROVED","Accounts/finance, Hiring, Business strategy, Customer/client, Marketing/sales/advertising, Operations/production, People management","37","Female","White","United States","United States","English",9.11666666666667,"US","37"
